Product_type,Brand,Size,fabric,fabric_cost_per_kg/meter/hide,fabric_raw_cost,manufacturing,transportation,tax,brand_value,retailer_margin,selling_price
Overall,"Drake, Powell and Williams Basics (budget)",XXXL,denim,153,187.85,229.38,9.77,41.39,92.29,308.42,869.1
Overall,Wilson Group Basics (budget),M,denim,157,103.0,117.17,6.13,20.53,38.78,145.43,431.03
Overall,Morrow & Co. (premium),M,denim,1373,3208.29,4087.38,222.49,3697.94,4491.52,18806.5,34514.12
Overall,"Morales, Grant and Shea (mid_range)",L,denim,285,349.0,425.68,24.3,277.92,267.09,1249.96,2593.95
Overall,Green Ltd (mid_range),XXXL,denim,481,1004.24,1163.37,67.79,805.68,1195.89,3282.68,7519.66
Overall,Sexton & Co. (premium),L,denim,1135,2931.69,3302.64,231.46,2648.01,3325.32,12275.65,24714.76
Overall,Harris-Meyer (mid_range),L,denim,432,517.62,585.24,32.95,409.55,522.31,1754.83,3822.5
Overall,"Hernandez, Martinez and Burgess Basics (budget)",S,denim,142,70.35,76.12,4.15,14.05,30.99,99.37,295.03
Overall,Jones Group (mid_range),M,denim,400,347.42,434.47,27.16,319.09,381.36,1468.68,2978.18
Overall,Trevino & Co. (premium),XXXL,denim,1285,5504.91,5973.91,420.55,5540.44,6472.56,27798.44,51710.82
Overall,"Mack, Hansen and Wilson Basics (budget)",XXXL,denim,102,120.53,151.91,6.63,28.02,50.96,230.45,588.51
Formal Overall,Thompson Group (mid_range),XXXL,denim,310,534.76,540.66,37.24,426.48,593.64,1847.65,3980.44
Overall,"Rich, Contreras and Lowery (mid_range)",S,denim,316,232.62,282.61,17.49,212.12,283.36,951.54,1979.74
Overall,Grant Couture (luxury),M,denim,3497,12126.5,15068.59,875.33,25729.99,34028.73,152317.42,240146.56
Casual Overall,"Marshall, Scott and Johnson (mid_range)",XXL,denim,430,656.8,789.57,38.07,567.03,737.82,2502.98,5292.27
Overall,Page PLC Basics (budget),XXXL,denim,115,158.28,154.15,11.75,29.8,59.34,212.4,625.72
Overall,Lopez Couture (luxury),S,denim,4978,14547.11,16842.1,1087.07,30674.86,42729.47,180418.09,286298.7
Casual Overall,"Jones, Collins and Robinson (mid_range)",XXL,denim,291,455.65,512.08,23.35,386.66,481.37,1749.76,3608.87
Overall,Jordan Couture (luxury),XXXL,denim,4492,34812.63,48227.1,2423.14,85320.4,102135.66,523404.82,796323.77
Overall,Marshall & Co. (premium),XXL,denim,1492,5128.37,6867.78,356.25,5728.04,6870.25,28511.0,53461.69
Overall,Harris-Rodriguez (mid_range),XXXL,denim,302,570.28,758.27,44.28,470.14,608.93,1936.05,4387.95
Overall,Gutierrez-Smith Basics (budget),XXL,denim,108,118.23,140.69,9.11,26.6,46.09,217.85,558.57
Modern Overall,"Reeves, Moore and Howard Basics (budget)",XL,denim,193,171.93,187.11,11.87,36.43,74.51,283.26,765.13
Casual Overall,Ramirez & Co. (premium),M,denim,1107,2295.89,2660.36,167.7,2412.37,2719.18,12259.93,22515.44
Overall,Gomez LLC Basics (budget),M,denim,170,98.18,133.78,7.16,23.63,40.33,193.13,496.2
Overall,Wilson and Sons Basics (budget),XL,denim,148,132.92,180.07,9.0,29.88,45.74,229.79,627.4
Overall,"Gomez, Ortega and Figueroa (mid_range)",XL,denim,362,486.03,558.65,29.55,408.8,476.52,1855.88,3815.43
Overall,Fowler & Co. (premium),XXXL,denim,1063,4583.52,5515.22,321.78,4724.42,5193.75,23755.89,44094.59
Traditional Overall,Arnold-Ochoa (mid_range),S,denim,289,212.52,216.91,12.44,173.98,246.54,761.41,1623.8
Overall,"Frank, Rush and Walters Basics (budget)",L,denim,135,96.33,97.31,7.34,19.71,47.78,145.49,413.96
Modern Overall,Robertson & Co. (premium),XL,denim,808,2573.51,3405.48,179.91,2793.49,3241.28,13878.9,26072.57
Overall,Ramos & Co. (premium),S,denim,702,1236.25,1695.7,80.06,1507.51,1693.81,7856.8,14070.13
Overall,Walton-Sutton (mid_range),XL,denim,382,490.65,593.43,35.97,377.85,413.02,1615.66,3526.58
Contemporary Overall,Bates & Co. (premium),XL,denim,1162,3733.29,4174.39,278.69,4063.59,5451.96,20224.95,37926.88
Vintage Overall,Castro LLC (mid_range),XXXL,denim,326,628.75,829.55,34.93,501.62,667.73,2019.19,4681.76
Overall,Stone Couture (luxury),S,denim,5031,15138.26,18842.07,783.72,35837.78,46546.28,217337.86,334485.97
Overall,Davidson Group (mid_range),S,denim,491,394.13,428.09,20.34,299.26,386.9,1264.41,2793.13
Overall,Clements PLC Basics (budget),XL,denim,193,181.28,176.04,11.76,33.28,56.41,240.14,698.93
Overall,Turner-Barber (mid_range),XL,denim,319,416.53,518.98,23.07,354.3,453.06,1540.84,3306.78
Overall,Ramirez Ltd Basics (budget),S,denim,171,91.64,121.76,6.47,19.68,32.82,140.84,413.21
Overall,Byrd & Co. (premium),XXXL,denim,1493,6755.72,9279.52,536.07,6333.08,6140.36,30064.03,59108.79
Vintage Overall,Williams LLC (mid_range),XL,denim,379,551.38,561.26,31.89,439.27,591.05,1924.97,4099.83
Overall,Garrett & Co. (premium),M,denim,792,1824.21,1912.7,139.63,1795.71,2676.06,8411.64,16759.95
Overall,Harrison-Frazier Basics (budget),XXXL,denim,165,211.78,278.49,12.52,45.85,69.67,344.62,962.93
Overall,Davidson & Co. (premium),XXL,denim,1331,4830.66,5742.54,249.78,4682.77,4982.54,23217.55,43705.85
Overall,Campbell-Lewis Basics (budget),M,denim,144,82.77,105.7,4.47,18.86,32.13,152.07,395.99
Overall,Miller PLC Basics (budget),XXL,denim,133,153.57,183.1,8.32,33.3,69.12,251.83,699.24
Traditional Overall,Guerrero and Sons Basics (budget),XL,denim,180,155.59,166.99,10.52,32.15,56.09,253.82,675.15
Overall,Collier-Cooper (mid_range),S,denim,326,239.67,241.7,14.15,202.31,289.79,900.6,1888.22
Overall,Middleton & Co. (premium),L,denim,1294,3330.88,3995.14,186.3,3823.68,4848.18,19503.52,35687.71
Overall,"Ho, Bailey and Thompson (mid_range)",XL,denim,255,318.72,370.77,16.53,275.81,348.79,1243.62,2574.23
Contemporary Overall,Brock Couture (luxury),XL,denim,5670,28124.04,37141.05,1519.42,65164.94,81397.25,394859.38,608206.07
Contemporary Overall,"Cooper, Kim and Rogers (mid_range)",XL,denim,278,358.22,440.45,25.34,283.47,318.6,1219.66,2645.75
Overall,"Mathis, Hammond and Perez Basics (budget)",S,denim,188,98.06,104.28,7.59,20.5,38.52,161.54,430.49
Overall,Hester PLC Basics (budget),XL,denim,190,175.52,234.32,10.82,41.58,79.11,331.88,873.22
Overall,Adams & Co. (premium),S,denim,848,1571.78,1824.7,117.08,1611.37,1436.9,8477.65,15039.48
Overall,"Ross, White and Frazier Basics (budget)",L,denim,200,151.56,203.38,10.44,34.95,48.59,284.97,733.89
Overall,Lowe-Stephens (mid_range),S,denim,272,208.38,214.96,12.64,171.18,247.84,742.64,1597.64
Overall,Sanders-Martinez Basics (budget),S,denim,148,81.97,85.82,4.4,16.96,28.64,138.3,356.09
Classic Overall,Pollard & Co. (premium),XXXL,denim,1251,5720.23,6762.43,380.21,5720.31,6797.46,28008.89,53389.52
Overall,Hurst & Co. (premium),S,denim,1368,2401.43,3236.21,182.34,2667.22,3538.58,12868.25,24894.04
Overall,Freeman & Co. (premium),S,denim,922,1742.91,2112.29,107.37,1923.06,2457.51,9605.44,17948.58
Overall,Rich-Graham Basics (budget),M,denim,172,111.49,109.31,5.76,23.23,55.56,182.49,487.84
Classic Overall,Norman-Campbell (mid_range),XL,denim,367,523.0,701.3,30.68,467.24,486.38,2152.32,4360.92
Overall,Hill LLC Basics (budget),S,denim,131,63.72,86.09,4.18,14.57,21.51,115.92,305.99
Overall,Cook-Simmons (mid_range),S,denim,435,332.63,374.35,26.17,278.37,357.51,1229.09,2598.11
Casual Overall,Parker-Carter (mid_range),XXL,denim,459,678.0,931.51,52.08,645.19,810.74,2904.24,6021.76
Overall,Grant & Co. (premium),L,denim,1306,3496.42,4386.64,219.4,3717.51,4523.08,18353.7,34696.76
Contemporary Overall,Clark Ltd Basics (budget),L,denim,161,127.59,153.79,9.03,28.05,56.87,213.65,588.98
Overall,Thompson Couture (luxury),M,denim,4264,17743.85,22913.77,900.53,36594.04,50017.51,213374.69,341544.37
Overall,Clark-Chandler Basics (budget),XXXL,denim,198,266.83,328.77,15.37,127.05,89.2,358.54,1185.76
Overall,Brooks & Co. (premium),S,denim,1438,2612.05,3380.87,183.73,3174.18,3674.4,16600.48,29625.72
Overall,Green-Vazquez Basics (budget),XXL,denim,111,127.94,166.34,7.03,27.79,50.03,204.37,583.5
Overall,Strickland LLC (mid_range),XXXL,denim,483,873.86,1009.99,48.7,617.43,680.76,2531.98,5762.71
Overall,"Sutton, Davis and Higgins Basics (budget)",S,denim,155,82.48,92.3,5.18,16.17,28.41,115.04,339.59
Overall,Dominguez-Blair Basics (budget),M,denim,182,111.17,133.3,6.63,23.49,35.56,183.08,493.22
Overall,Deleon-Butler Basics (budget),XL,denim,188,168.76,197.71,8.72,35.94,60.08,283.61,754.82
Formal Overall,Sullivan LLC (mid_range),M,denim,496,499.25,649.52,25.05,393.03,423.3,1678.16,3668.32
Vintage Overall,"Cisneros, Novak and Harris Basics (budget)",XXL,denim,129,142.69,158.11,10.28,28.8,69.25,195.58,604.71
Overall,Hughes & Co. (premium),L,denim,1298,3538.69,3932.92,221.91,3721.38,4902.69,18415.33,34732.91
Overall,Leach-Davila (mid_range),L,denim,277,310.73,318.07,21.04,218.97,244.49,930.42,2043.71
Overall,"Leblanc, White and Brown Basics (budget)",M,denim,172,115.86,153.09,5.99,26.1,56.0,191.03,548.07
Overall,"Curry, Mills and Brown Basics (budget)",L,denim,105,71.83,95.52,4.47,16.32,33.93,120.61,342.66
Modern Overall,Orr and Sons (mid_range),S,denim,285,196.79,239.79,14.37,163.63,227.02,685.63,1527.24
Overall,Phillips & Co. (premium),XXXL,denim,1173,5548.13,6739.08,348.52,5903.4,6977.96,29581.31,55098.4
Overall,Novak Couture (luxury),XL,denim,3183,16031.48,16820.1,1275.59,33536.48,50711.16,194632.33,313007.15
Formal Overall,"Butler, Rose and Castro Basics (budget)",XXL,denim,138,158.53,175.21,12.03,31.62,65.45,221.21,664.05
Overall,Alexander Couture (luxury),M,denim,2744,11216.99,12164.74,884.89,21129.66,34316.41,117497.49,197210.17
Formal Overall,Rich & Co. (premium),XXL,denim,1269,4439.08,5093.48,262.03,4238.53,4892.91,20633.6,39559.62
Contemporary Overall,"Joseph, Garrison and Bryant (mid_range)",XXXL,denim,275,493.71,560.81,38.94,438.56,563.11,1998.12,4093.24
Contemporary Overall,Hampton Ltd Basics (budget),M,denim,170,110.82,139.86,6.93,22.7,40.99,155.42,476.73
Overall,Yates Ltd (mid_range),L,denim,334,376.91,452.72,26.6,287.42,361.37,1177.52,2682.55
Casual Overall,Martin & Co. (premium),M,denim,753,1825.8,2313.37,92.63,2013.26,2481.89,10063.5,18790.45
Modern Overall,Schneider-Stewart (mid_range),M,denim,390,337.26,416.72,23.68,253.55,253.9,1081.34,2366.45
Overall,"Thompson, Thomas and Williams Basics (budget)",XXXL,denim,164,194.93,206.57,9.83,38.05,76.36,273.26,799.0
Overall,"Harrison, Clark and Allen Basics (budget)",XXL,denim,190,217.32,240.26,17.12,42.3,71.15,300.24,888.39
Overall,"Harrison, Taylor and Evans Basics (budget)",S,denim,102,55.51,63.18,3.89,11.11,25.02,74.65,233.37
Modern Overall,"Little, Wilson and Cabrera Basics (budget)",XXL,denim,145,143.94,177.7,9.77,32.0,58.11,250.57,672.1
Overall,Hanson-Leonard (mid_range),XXXL,denim,303,560.76,683.35,36.09,484.81,609.69,2150.21,4524.92
Overall,"Porter, Day and Hicks (mid_range)",M,denim,449,410.22,527.03,32.59,308.49,321.15,1279.73,2879.21
Overall,Davis Group Basics (budget),XXXL,denim,111,153.91,182.61,7.97,31.96,75.09,219.65,671.19
Classic Overall,Hess-Chen (mid_range),S,denim,378,301.24,366.41,21.48,240.13,339.56,972.38,2241.19
Overall,Holmes-Smith Basics (budget),S,denim,196,91.27,115.84,5.79,18.81,30.24,133.02,394.97
Contemporary Overall,Johnson-Smith Basics (budget),M,denim,162,103.31,132.26,6.87,23.08,46.96,172.26,484.75
Overall,Williams & Co. (premium),M,denim,1348,2777.08,3161.04,216.63,2828.01,3235.14,14176.85,26394.75
Overall,Garrett-Crawford (mid_range),S,denim,424,318.03,432.61,22.99,293.75,342.46,1331.81,2741.65
Overall,"Kelly, Hughes and Williams (mid_range)",XXL,denim,279,441.72,564.57,31.82,350.74,385.94,1498.79,3273.58
Formal Overall,Horn and Sons (mid_range),XXL,denim,350,572.56,770.58,41.8,468.0,473.23,2041.8,4367.97
Overall,Matthews-Mills Basics (budget),XXXL,denim,162,201.92,265.45,16.13,46.09,98.81,339.56,967.97
Casual Overall,Davenport & Co. (premium),XL,denim,1099,3209.19,3152.85,209.03,3618.82,4555.62,19030.15,33775.66
Overall,Hamilton Inc (mid_range),S,denim,464,387.13,395.39,24.86,305.14,381.34,1354.08,2847.94
Overall,Adams-Terry (mid_range),S,denim,338,275.84,306.13,22.0,224.3,301.31,963.92,2093.5
Overall,Moore & Co. (premium),M,denim,985,2214.49,2422.72,135.11,2455.35,3249.35,12439.58,22916.59
Overall,"Smith, Wilson and Hester Basics (budget)",S,denim,103,55.88,68.81,4.17,11.67,24.08,80.54,245.15
Traditional Overall,Stewart & Co. (premium),XL,denim,738,2354.05,2886.07,159.13,2327.36,2285.6,11709.79,21721.99
Overall,Perry & Co. (premium),XXL,denim,1234,4361.68,5123.42,235.16,4526.38,6255.27,21744.32,42246.23
Overall,Martin Group Basics (budget),S,denim,127,64.65,73.93,3.69,13.03,19.52,98.8,273.61
Contemporary Overall,Johnson-Olson (mid_range),XL,denim,453,546.99,697.06,32.21,444.11,572.47,1852.21,4145.04
Overall,Reyes Couture (luxury),XXXL,denim,5628,45602.04,48540.25,3344.89,84951.27,121332.77,489107.27,792878.5
Overall,"Mitchell, Kline and Brandt Basics (budget)",S,denim,127,61.15,80.26,3.97,13.95,23.58,109.99,292.89
Overall,"Arroyo, Nelson and Parsons (mid_range)",M,denim,417,401.03,469.91,21.58,322.92,414.0,1384.43,3013.88
Overall,"Lopez, Rodriguez and Gonzalez Basics (budget)",XL,denim,122,110.48,145.47,5.89,25.76,51.64,201.66,540.89
Overall,"Matthews, Marks and Myers (mid_range)",XXL,denim,260,435.98,475.06,24.74,332.32,508.32,1325.22,3101.65
Overall,Reynolds and Sons Basics (budget),XXL,denim,148,160.06,164.24,8.84,31.9,79.26,225.53,669.83
Casual Overall,French & Co. (premium),XL,denim,1192,3532.0,4694.57,201.95,3510.83,4537.4,16290.98,32767.73
Modern Overall,Mcdonald & Co. (premium),XL,denim,1477,4281.88,4308.69,317.9,4335.28,4387.14,22831.7,40462.59
Contemporary Overall,"Mckee, Acosta and Mooney Basics (budget)",XXL,denim,182,195.17,260.24,11.31,42.41,81.96,299.5,890.59
Overall,"Carlson, Morrison and Velasquez Basics (budget)",XL,denim,105,86.39,83.43,6.21,16.16,26.75,120.34,339.27
Overall,"Allen, Jackson and Cole Basics (budget)",L,denim,195,138.43,145.38,9.64,29.57,59.18,238.73,620.93
Overall,Anderson Inc Basics (budget),XXXL,denim,137,162.87,166.73,10.77,30.34,60.09,206.34,637.15
Overall,Conley Group (mid_range),XXL,denim,338,529.38,617.6,26.91,480.71,629.9,2202.11,4486.61
Vintage Overall,Harris and Sons Basics (budget),L,denim,138,113.69,109.45,6.1,22.22,50.15,165.03,466.64
Modern Overall,Harrison Ltd (mid_range),XXL,denim,442,742.95,897.05,58.67,609.76,819.64,2563.01,5691.08
Contemporary Overall,"Rodriguez, George and Gardner (mid_range)",L,denim,320,336.39,391.48,22.87,278.82,282.93,1289.8,2602.29
Vintage Overall,Hall Inc Basics (budget),XXL,denim,113,113.23,150.1,7.57,26.09,53.54,197.38,547.9
Overall,Harmon & Co. (premium),M,denim,870,2017.51,2287.41,139.06,1953.18,2013.36,9819.13,18229.65
Overall,"Dixon, Perez and Smith (mid_range)",XXXL,denim,288,516.01,542.44,26.84,393.13,487.13,1703.63,3669.18
Classic Overall,"Gutierrez, Williams and Anderson (mid_range)",XXXL,denim,289,503.12,679.96,37.38,474.11,610.16,2120.31,4425.03
Classic Overall,Mccoy-Monroe (mid_range),S,denim,365,272.19,342.52,19.68,246.41,303.52,1115.5,2299.83
Contemporary Overall,Jones PLC Basics (budget),XL,denim,146,140.56,165.41,11.15,28.61,51.2,203.83,600.76
Overall,Lee-Robertson (mid_range),XL,denim,298,404.77,398.46,24.68,301.7,463.78,1222.48,2815.88
Overall,Edwards & Co. (premium),L,denim,1020,2809.26,3166.56,218.82,2817.86,3689.46,13598.09,26300.04
Overall,Weaver Couture (luxury),S,denim,4533,13352.07,17890.09,671.69,25575.29,37909.6,143303.98,238702.73
Overall,"Hernandez, Rosario and Wallace Basics (budget)",XL,denim,158,133.78,179.34,9.33,28.7,50.5,201.03,602.68
Modern Overall,Higgins Couture (luxury),XXL,denim,2104,13889.85,14675.2,1049.92,29271.99,37413.73,176904.55,273205.23
Overall,Rangel-Gilmore Basics (budget),S,denim,113,52.84,54.46,2.97,11.12,26.21,85.91,233.51
Overall,Odonnell & Co. (premium),XXXL,denim,1391,6192.56,8215.72,404.23,6400.02,8715.11,29805.84,59733.48
Overall,Smith Group Basics (budget),L,denim,176,126.43,142.23,9.91,25.48,57.69,173.39,535.13
Classic Overall,Brown-Morris Basics (budget),XXXL,denim,131,166.57,212.11,11.43,37.34,63.29,293.46,784.19
Overall,Jones-Riddle Basics (budget),XL,denim,152,123.34,136.03,6.55,23.94,37.78,175.05,502.7
Traditional Overall,Hart & Co. (premium),XL,denim,1239,3904.2,4080.09,289.06,4043.62,4243.92,21179.54,37740.42
Formal Overall,Valenzuela & Co. (premium),XXL,denim,948,3365.23,4548.67,249.26,4140.18,4473.89,21864.41,38641.64
Overall,Brown Ltd Basics (budget),XXXL,denim,150,188.83,204.71,14.1,37.97,83.74,268.03,797.38
Overall,Galvan Group (mid_range),L,denim,475,513.02,612.82,34.95,432.49,474.2,1969.11,4036.59
Formal Overall,"Carr, Martin and Kerr (mid_range)",S,denim,466,324.6,430.68,23.6,263.02,318.5,1094.43,2454.82
Overall,Johnson Couture (luxury),XL,denim,2159,10934.42,12196.67,608.94,24439.09,33382.08,146537.02,228098.22
Overall,Rodriguez Ltd (mid_range),S,denim,366,289.58,387.93,16.79,239.1,232.54,1065.66,2231.59
Overall,"Rogers, Flores and Graves Basics (budget)",M,denim,198,120.38,154.55,8.64,27.19,60.1,200.13,571.0
Overall,"Singh, Howell and Harrison Basics (budget)",XXXL,denim,142,184.69,179.14,13.33,36.3,80.39,268.41,762.26
Overall,Williams-Park (mid_range),L,denim,380,395.73,478.87,26.31,307.58,342.8,1319.42,2870.72
Overall,Gutierrez-Miller (mid_range),XL,denim,380,488.19,540.78,24.5,393.12,603.58,1618.94,3669.1
Overall,Cherry-Pruitt (mid_range),S,denim,459,353.84,396.99,21.72,286.3,394.36,1218.92,2672.13
Overall,Patterson Couture (luxury),XL,denim,5427,27835.86,30109.64,1644.44,59260.78,86273.15,347976.77,553100.64
Overall,Yang PLC (mid_range),L,denim,499,558.8,703.38,36.76,462.25,476.35,2076.79,4314.33
Overall,Salazar & Co. (premium),L,denim,896,2490.16,3071.44,155.92,2311.19,2579.53,10962.86,21571.08
Overall,Moss Couture (luxury),M,denim,3045,10474.06,13501.31,836.19,22917.35,30942.25,135224.12,213895.28
Overall,Cardenas-Mendez Basics (budget),XXXL,denim,160,197.13,271.4,11.67,44.04,96.11,304.57,924.93
Overall,"Williams, Johnson and Foster Basics (budget)",XL,denim,105,100.53,113.87,6.7,20.39,31.5,155.18,428.18
Traditional Overall,Rivas & Co. (premium),XXXL,denim,1244,5826.96,7663.24,435.17,5729.16,6158.29,27659.36,53472.19
Overall,Molina & Co. (premium),L,denim,739,2056.84,2566.04,157.97,2125.75,2107.84,10825.86,19840.3
Overall,Hill LLC (mid_range),XL,denim,409,532.27,720.52,30.92,469.4,522.57,2105.36,4381.04
Contemporary Overall,Diaz & Co. (premium),L,denim,1002,2458.38,3033.52,124.89,2797.26,3517.34,14176.4,26107.79
Vintage Overall,Small-Reyes (mid_range),M,denim,375,330.4,358.77,21.49,260.6,358.7,1102.32,2432.27
Contemporary Overall,"Mathis, James and Williams Basics (budget)",M,denim,162,98.14,125.06,5.25,20.87,31.02,157.88,438.21
Casual Overall,"Crawford, Anderson and Brown Basics (budget)",XXL,denim,104,121.13,138.22,6.28,25.33,37.41,203.65,532.03
Overall,"Higgins, Lee and Wolfe (mid_range)",XXXL,denim,315,597.41,644.08,40.26,526.87,745.9,2362.95,4917.48
Overall,Nolan Ltd Basics (budget),XL,denim,108,104.98,120.75,8.24,21.34,33.1,159.78,448.18
Overall,"Burns, Dixon and Tapia Basics (budget)",L,denim,106,79.43,96.5,5.12,16.54,29.03,120.69,347.32
Overall,Spencer-Padilla (mid_range),XXXL,denim,354,622.78,688.64,35.64,467.86,685.3,1866.47,4366.69
Overall,Murphy Couture (luxury),XXXL,denim,5436,45141.57,49516.53,2749.45,95423.79,140915.7,556874.98,890622.02
Overall,Sanders Group (mid_range),S,denim,254,202.51,214.14,15.66,147.57,185.29,612.17,1377.34
Overall,"Hoffman, Simmons and Gill Basics (budget)",S,denim,196,100.93,109.78,8.03,20.59,36.81,156.22,432.37
Overall,Marquez-Schmidt Basics (budget),M,denim,135,83.23,85.15,4.69,16.79,24.98,137.65,352.49
Overall,Mills & Co. (premium),L,denim,916,2338.47,2463.85,132.12,2490.23,2994.51,12822.94,23242.12
Traditional Overall,Merritt and Sons Basics (budget),L,denim,175,143.11,149.32,7.89,27.83,44.06,212.27,584.48
Overall,Williams & Co. (premium),XXL,denim,1344,5335.41,5412.25,413.75,6232.35,7984.05,32790.76,58168.56
Modern Overall,Nelson-Hicks (mid_range),XXL,denim,343,607.28,724.64,39.69,432.63,501.27,1732.36,4037.88
Overall,Cannon-Little Basics (budget),L,denim,185,134.08,131.52,8.43,25.44,53.9,180.88,534.26
Overall,"Anderson, Ryan and Barr Basics (budget)",XXXL,denim,130,173.64,180.26,13.26,33.65,53.64,252.16,706.6
Overall,Erickson & Co. (premium),XXXL,denim,862,3638.67,4408.13,226.88,4398.54,5207.75,23173.07,41053.04
Overall,"Wagner, Davidson and Robertson (mid_range)",S,denim,495,379.3,408.12,20.0,318.16,390.4,1453.54,2969.51
Overall,Saunders Couture (luxury),XXXL,denim,4838,35993.66,42820.33,2737.12,86576.71,119090.52,520830.95,808049.28
Overall,Terry & Co. (premium),M,denim,1122,2409.55,3182.58,151.43,2513.94,3491.22,11714.75,23463.48
Traditional Overall,Anderson Couture (luxury),XXL,denim,2393,14390.98,19270.64,1084.8,26529.42,35801.99,150530.07,247607.89
Contemporary Overall,Gill Inc (mid_range),XXXL,denim,262,538.33,556.32,37.46,409.68,519.98,1761.9,3823.66
Classic Overall,Harper & Co. (premium),L,denim,949,2727.07,3273.16,216.88,2935.33,2703.41,15540.58,27396.44
Overall,Sullivan Ltd Basics (budget),M,denim,103,66.43,64.47,5.06,13.13,27.8,98.75,275.63
Overall,Solomon-Long (mid_range),S,denim,333,234.84,307.98,13.79,207.37,240.28,931.16,1935.41
Formal Overall,Palmer-Avila (mid_range),M,denim,384,350.7,380.86,20.32,291.7,402.5,1276.48,2722.55
Overall,Lynch & Co. (premium),S,denim,948,1845.95,2029.12,112.96,1824.99,2450.69,8769.56,17033.28
Overall,Doyle-Sullivan Basics (budget),S,denim,139,65.03,71.88,3.32,13.25,32.43,92.26,278.17
Traditional Overall,Price & Co. (premium),XL,denim,1277,3989.74,4785.92,226.16,4221.4,5000.53,21175.97,39399.73
Overall,Hicks-Brown (mid_range),S,denim,326,260.0,307.46,17.43,202.61,229.81,873.7,1891.01
Modern Overall,Russell Couture (luxury),XXL,denim,4637,27211.84,27205.78,1387.57,58589.54,76680.04,355760.92,546835.68
Overall,Brown & Co. (premium),XXL,denim,866,3184.65,3959.28,163.31,3321.71,3180.42,17193.25,31002.62
Overall,"Vega, Thomas and Flores Basics (budget)",S,denim,125,62.7,84.7,3.56,13.74,26.14,97.73,288.57
Casual Overall,Brown & Co. (premium),XL,denim,1098,3228.75,3383.78,242.41,3203.7,4719.43,15123.09,29901.15
Overall,Hernandez-Griffith (mid_range),S,denim,386,269.66,334.98,13.56,204.32,210.29,874.17,1906.98
Formal Overall,Guerrero LLC Basics (budget),XL,denim,167,156.59,166.64,8.95,32.76,56.04,267.0,687.98
Overall,Richardson & Co. (premium),XL,denim,925,2848.0,2950.89,197.17,2704.27,3610.32,12929.22,25239.86
Overall,"Sanchez, Byrd and Chan Basics (budget)",M,denim,129,84.94,86.52,5.65,16.89,37.66,123.02,354.69
Overall,"Miller, Beasley and Fitzpatrick (mid_range)",L,denim,383,427.77,530.65,24.71,372.41,500.6,1619.71,3475.85
Overall,Thompson Group Basics (budget),XL,denim,106,94.89,105.63,6.65,19.98,46.15,146.21,419.51
Overall,Meadows & Co. (premium),S,denim,1106,2076.4,2292.63,155.19,1871.68,2217.13,8855.97,17468.99
Overall,Simmons-Ashley Basics (budget),XXXL,denim,113,134.46,138.47,10.7,28.2,61.91,218.53,592.28
Overall,Mora-Anderson (mid_range),M,denim,366,368.21,412.03,25.13,332.13,453.54,1508.83,3099.87
Overall,Grant-Goodman (mid_range),L,denim,355,439.95,558.58,33.75,373.83,446.94,1635.99,3489.05
Overall,Dixon Ltd Basics (budget),M,denim,190,114.61,128.37,8.4,25.02,54.08,194.93,525.41
Overall,Kelly & Co. (premium),XXXL,denim,882,3558.19,3875.02,219.2,3730.66,4385.46,19050.94,34819.47
Overall,"Dodson, Swanson and Hart Basics (budget)",M,denim,194,112.04,110.64,8.34,21.07,45.24,145.05,442.38
Overall,Mason-Bishop Basics (budget),XXL,denim,164,172.24,192.07,10.29,33.47,64.86,229.9,702.83
Overall,Duncan Couture (luxury),L,denim,5215,24798.69,27006.82,1241.21,46534.14,59963.93,274773.87,434318.66
Overall,Jones-Price (mid_range),S,denim,269,198.2,252.2,10.65,162.09,191.41,698.31,1512.87
Overall,Rose-Shields Basics (budget),XXXL,denim,168,214.03,228.75,11.95,41.15,71.19,297.02,864.1
Traditional Overall,Aguilar Ltd Basics (budget),XXL,denim,199,204.01,272.59,15.32,45.87,87.8,337.66,963.26
Overall,Rivera PLC Basics (budget),M,denim,167,96.31,101.75,5.5,19.6,47.75,140.71,411.63
Overall,Marsh LLC Basics (budget),XL,denim,159,139.21,171.97,9.83,29.38,63.44,203.15,616.99
Overall,"Franco, Jennings and Mcintosh Basics (budget)",XXL,denim,107,118.45,116.28,6.22,23.27,50.65,173.72,488.58
Overall,"Russo, Goodman and Edwards Basics (budget)",XXL,denim,141,137.74,146.38,9.57,27.37,52.63,200.99,574.69
Overall,"Simon, Terry and Montes (mid_range)",S,denim,391,300.58,355.64,20.06,236.09,234.35,1056.82,2203.55
Overall,Peterson & Co. (premium),S,denim,934,1725.14,1700.6,132.54,1539.56,1793.03,7478.37,14369.23
Overall,Stephenson-Jacobs (mid_range),XXXL,denim,406,795.02,765.31,56.31,646.58,798.13,2973.37,6034.72
Modern Overall,Bennett Group (mid_range),XL,denim,452,646.51,871.82,44.54,576.42,805.66,2434.94,5379.89
Overall,"Chen, Woods and Higgins Basics (budget)",XXL,denim,137,137.49,159.88,9.15,29.93,47.21,244.88,628.53
Traditional Overall,"Phillips, Garrett and Meyers Basics (budget)",XXL,denim,173,179.82,188.43,12.68,35.55,80.42,249.65,746.55
Overall,Jackson-Dominguez Basics (budget),XXL,denim,148,163.12,176.37,8.82,33.89,67.07,262.42,711.69
